,trail_id,name,area_name,city_name,state_name,country_name,popularity,difficulty_rating,route_type,avg_rating,num_reviews,features,activities,length_miles,elevation_gain_feet,latitude,longitude,difficulty,features_count,activities_count
15,10358126,Camp Ridge Trail,Denali National Park,Denali National Park,Alaska,United States,3.6654,5,out and back,5.0,8,"['dogs-no', 'forest', 'views', 'wildlife']","['hiking', 'trail-running']",4.199988261588,1768.000056576,63.52451,-150.96072,hard,4,2
16,10236078,Jonesville Trail,Denali National Park,Denali National Park,Alaska,United States,3.4891,1,out and back,4.0,11,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0.8999974846259999,173.000005536,63.73334,-148.89618,easy,6,4
17,10343441,Roadside Trail,Denali National Park,Denali National Park,Alaska,United States,3.3846,1,out and back,4.0,13,"['forest', 'kids', 'wildlife']","['hiking', 'trail-running']",3.3999904974760002,705.0000225599999,63.73034,-148.91945,easy,3,2
18,10023165,Quigley Ridge Trail,Denali National Park,Denali National Park,Alaska,United States,3.304,3,out and back,4.5,5,"['dogs-no', 'views']","['hiking', 'trail-running', 'canoeing']",9.099974566774,2398.0000767359998,63.52444,-150.96015,moderate,2,3
19,10333569,Bison Gulch to Denali Visitors Center,Denali National Park,Denali National Park,Alaska,United States,2.7746,5,point to point,5.0,5,"['dogs-no', 'views']","['hiking', 'nature-trips']",9.799972610372,4547.000145504,63.80495,-148.95416,hard,2,2
20,10347459,Brooks Falls,Katmai National Park,King Salmon,Alaska,United States,2.4937,1,out and back,4.5,4,"['forest', 'river', 'views', 'waterfall', 'wildlife']","['hiking', 'walking']",2.8999918949060004,209.000006688,58.55986,-155.77752,easy,5,2
21,10302108,Bartlett River Trail,Glacier Bay National Park,Gustavus,Alaska,United States,2.33,1,out and back,3.0,7,"['dogs-no', 'forest', 'lake', 'river', 'views', 'wildlife']","['hiking', 'nature-trips', 'trail-running', 'walking']",6.8999807154660004,875.0000279999999,58.4543,-135.86902,easy,6,4
22,10333558,McKinley Station and Morino Loop Trail,Denali National Park,Denali National Park,Alaska,United States,2.0877,3,loop,3.0,4,"['dogs-no', 'views', 'wild-flowers']","['hiking', 'nature-trips', 'walking']",0.8999974846259999,111.000003552,63.7315,-148.91785,moderate,3,3
23,10513937,Dumpling Mountain,Katmai National Park,Kodiak,Alaska,United States,2.0328,3,out and back,4.0,5,"['forest', 'views', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips', 'trail-running']",2.9999916154200004,741.0000237119999,58.55626,-155.77832,moderate,4,3
24,10333557,Spruce Tree Trail,Denali National Park,Denali National Park,Alaska,United States,1.8986,1,loop,3.0,6,"['kids', 'views', 'wildlife']","['hiking', 'nature-trips', 'walking']",0.399998882056,78.000002496,63.73136,-148.91762,easy,3,3
25,10302122,Bartlet Lake Trail,Glacier Bay National Park,Gustavus,Alaska,United States,1.86,1,out and back,3.5,4,"['dogs-no', 'forest', 'lake']","['hiking', 'mountain-biking', 'nature-trips', 'walking']",5.899983510326,465.00001488,58.46205,-135.77323,easy,3,4
26,10265266,Eldorado Creek Trail,Denali National Park,Denali National Park,Alaska,United States,1.803,3,out and back,0.0,0,['dogs-leash'],"['backpacking', 'hiking']",8.49997624369,1305.00004176,63.52668,-150.96891,moderate,1,2
27,10302112,Tlingit Trail,Glacier Bay National Park,Gustavus,Alaska,United States,1.3701,1,out and back,3.5,4,"['ada', 'beach', 'forest', 'lake', 'views']","['hiking', 'nature-trips', 'walking']",1.0999969256539999,65.00000208,58.45442,-135.88565,easy,5,3
28,10302114,Point Gustavus,Glacier Bay National Park,Gustavus,Alaska,United States,1.3415,3,out and back,4.0,2,"['beach', 'dogs-no']","['hiking', 'nature-trips', 'walking']",12.49996506425,387.000012384,58.45379,-135.88686,moderate,2,3
29,10187810,Bright Angel Trail to Bright Angel Campground and River Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,37.4791,5,out and back,5.0,670,"['dogs-no', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking', 'nature-trips']",17.699950530978,5006.000160192,36.05735,-112.14381,hard,5,4
30,10016964,South Kaibab Trail to Cedar Ridge,Grand Canyon National Park,Grand Canyon,Arizona,United States,36.2709,3,out and back,5.0,489,"['cave', 'dogs-no', 'forest', 'partially-paved', 'views', 'wild-flowers', 'wildlife']","['birding', 'camping', 'hiking', 'nature-trips', 'walking', 'horseback-riding']",3.099991335934,1177.000037664,36.05346,-112.08361,moderate,7,6
31,10237812,Three-Mile Resthouse via Bright Angel Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,33.256,5,out and back,4.5,454,"['dogs-no', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips']",5.399984907756,2086.0000667520003,36.05701,-112.14414,hard,5,4
32,10245012,"South Kaibab, Phantom Ranch, and Bright Angel Trail Loop ",Grand Canyon National Park,Grand Canyon,Arizona,United States,31.6323,5,point to point,5.0,519,"['dogs-no', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips']",16.699953325838,4596.000147072,36.05344,-112.08364,hard,6,5
33,10265905,South Kaibab Trail to Ooh Aah Point,Grand Canyon National Park,Grand Canyon,Arizona,United States,28.8685,3,out and back,5.0,455,"['dogs-no', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",1.7999949692519999,692.000022144,36.05309,-112.08387,moderate,3,4
34,10266148,Grand Canyon Rim Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,28.2035,1,out and back,4.5,342,"['ada', 'dogs-leash', 'kids', 'paved', 'strollers', 'views', 'wild-flowers']",['walking'],5.399984907756,351.000011232,36.05723,-112.14378,easy,7,1
35,10094721,Rim-to-Rim: North Kaibab to Grand Canyon Village,Grand Canyon National Park,North Rim,Arizona,United States,24.0229,5,point to point,5.0,217,"['dogs-no', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking', 'trail-running']",21.599939631024,5298.000169536,36.21692,-112.05678,hard,6,4
36,10026816,Shoshone Point Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,22.7206,1,out and back,5.0,224,"['ada', 'dogs-no', 'kids', 'strollers', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",2.099994130794,150.0000048,36.03496,-112.06924,easy,7,5
37,10235665,Plateau Point Trail via Bright Angel Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,22.5006,5,out and back,5.0,262,"['dogs-no', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'hiking', 'nature-trips']",12.199965902708,3156.000100992,36.05681,-112.14201,hard,5,3
38,10266521,South Kaibab Trail to Skeleton Point,Grand Canyon National Park,Grand Canyon,Arizona,United States,22.1688,5,out and back,5.0,229,"['dogs-no', 'views', 'wild-flowers']","['hiking', 'trail-running', 'horseback-riding']",5.399984907756,1978.000063296,36.05356,-112.08336,hard,3,3
39,10016127,Grand Canyon West Rim Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,21.652,1,point to point,4.5,158,"['ada', 'dogs-no', 'kids', 'paved', 'river', 'strollers', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",12.799964225792,557.000017824,36.05264,-112.08368,easy,9,6
40,10034910,Bridal Wreath Falls Trail,Saguaro National Park,Tucson,Arizona,United States,20.8545,3,out and back,4.5,259,"['dogs-no', 'kids', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",5.599984348784,1072.000034304,32.23512,-110.68683,moderate,6,5
41,10337353,1.5 Mile Resthouse via Bright Angel Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,20.0835,3,out and back,4.5,238,"['dogs-no', 'views', 'wild-flowers', 'wildlife']",['hiking'],2.8999918949060004,1148.0000367359999,36.05706,-112.14428,moderate,4,1
42,10013850,Bright Angel Point Trail,Grand Canyon National Park,North Rim,Arizona,United States,19.8228,1,out and back,4.5,142,"['dogs-no', 'kids', 'partially-paved', 'views']","['hiking', 'nature-trips', 'walking']",0.8999974846259999,144.00000460799998,36.19703,-112.05258,easy,4,3
43,10031380,Wasson Peak Trail,Saguaro National Park,Tucson,Arizona,United States,18.8699,3,loop,4.5,229,"['cave', 'dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",7.899977920606,1863.000059616,32.24669,-111.16708,moderate,5,3
44,10304374,Indian Garden via Bright Angel Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,16.7412,5,out and back,5.0,61,"['dogs-no', 'river', 'views']","['backpacking', 'camping', 'hiking']",8.199977082148,2942.000094144,36.05745,-112.14434,hard,3,3
45,10236025,Blue Mesa Trail,Petrified Forest National Park,Holbrook,Arizona,United States,15.5733,1,loop,4.5,163,"['dogs-leash', 'kids', 'partially-paved', 'views']","['hiking', 'walking']",0.8999974846259999,108.00000345599999,34.93947,-109.75639,easy,4,2
46,10013966,King Canyon Trail to Wasson Peak,Saguaro National Park,Tucson,Arizona,United States,15.5,3,out and back,4.5,135,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking', 'horseback-riding']",7.099980156494,1840.0000588799999,32.24717,-111.16717,moderate,4,6
47,10004120,Grandview Trail Loop,Grand Canyon National Park,Grand Canyon,Arizona,United States,14.8144,7,loop,5.0,62,"['dogs-no', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips']",11.599967579624002,3900.0001248,35.99805,-111.98775,hard,5,5
48,10006500,Hermit Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,14.7746,5,out and back,4.5,88,"['dogs-no', 'river', 'views', 'wild-flowers']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running']",15.399956959156,5144.000164608,36.06193,-112.21112,hard,4,6
49,10259347,Grandview Point to Horseshoe Mesa Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,14.7248,3,out and back,5.0,97,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",5.499984628270001,2385.00007632,35.99809,-111.98778,moderate,4,6
50,10041313,North Kaibab Trail to Roaring Springs,Grand Canyon National Park,North Rim,Arizona,United States,14.6866,5,out and back,4.5,80,"['dogs-no', 'forest', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'trail-running']",8.399976523176,3517.0001125440003,36.21687,-112.05678,hard,5,5
51,10244240,Wasson Peak via Sweetwater Trail,Saguaro National Park,Tucson,Arizona,United States,14.3846,5,out and back,4.5,161,"['cave', 'dogs-no', 'views', 'wild-flowers', 'wildlife']","['hiking', 'trail-running', 'walking']",9.299974007802,2093.000066976,32.28866,-111.12114,hard,5,3
52,10111405,Douglas Spring Trail,Saguaro National Park,Tucson,Arizona,United States,14.3478,3,out and back,4.5,95,"['dogs-no', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking', 'horseback-riding']",16.599953605324,3740.00011968,32.23518,-110.68682,moderate,5,5
53,10286650,South Kaibab Trail to Phantom Ranch,Grand Canyon National Park,Grand Canyon,Arizona,United States,13.8468,5,out and back,5.0,73,"['dogs-no', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'horseback-riding']",13.399962548876,4911.000157152001,36.05298,-112.0839,hard,3,4
54,10031336,Widforss Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,13.3343,3,out and back,4.5,100,"['dogs-no', 'forest', 'views']","['backpacking', 'hiking', 'trail-running']",9.099974566774,1036.000033152,36.22375,-112.06506,moderate,3,3
55,10031337,Transept Trail,Grand Canyon National Park,North Rim,Arizona,United States,12.6285,3,out and back,4.0,85,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",2.8999918949060004,282.000009024,36.19695,-112.05287,moderate,6,4
56,10304469,Yavapai Point via Rim Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,12.5954,1,out and back,4.5,52,"['dogs-no', 'kids', 'views']","['hiking', 'nature-trips', 'walking']",1.599995528224,82.000002624,36.06045,-112.10861,easy,3,3
57,10273263,Bright Angel Trail: South Rim to Phantom Ranch,Grand Canyon National Park,Grand Canyon,Arizona,United States,12.4801,5,out and back,5.0,39,"['dogs-no', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking']",17.99994969252,4983.000159456,36.05742,-112.14421,hard,5,3
58,10000811,Cape Royal Trail,Grand Canyon National Park,North Rim,Arizona,United States,12.4222,1,out and back,4.5,54,"['ada', 'dogs-no', 'forest', 'kids', 'partially-paved', 'strollers', 'views', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips', 'walking']",0.99999720514,65.00000208,36.12234,-111.94949,easy,9,3
59,10009957,Rim-to-Rim: North Kaibab to South Kaibab Trailhead,Grand Canyon National Park,North Rim,Arizona,United States,12.4044,7,point to point,5.0,38,"['dogs-no', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking', 'trail-running', 'horseback-riding']",19.299946059202,5469.000175008,36.21689,-112.05678,hard,6,5
60,10006953,Tanque Verde Ridge Trail,Saguaro National Park,Tucson,Arizona,United States,12.393,7,out and back,4.5,108,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running']",19.9999441028,5597.000179104,32.16559,-110.7238,hard,4,6
61,10297089,Rim to Rim Trail Segment: Indian Garden to Colorado River,Grand Canyon National Park,Grand Canyon,Arizona,United States,12.3532,7,out and back,5.0,61,"['dogs-no', 'views', 'waterfall']","['backpacking', 'camping', 'nature-trips']",5.999983230840001,1410.0000451199999,36.07836,-112.12709,hard,3,3
62,10040243,North Kaibab Trail to Colorado River,Grand Canyon National Park,North Rim,Arizona,United States,12.302,7,out and back,4.5,45,"['beach', 'cave', 'dogs-no', 'forest', 'historic-site', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running']",27.999921743919998,6866.000219712,36.21704,-112.05675,hard,10,6
63,10026822,Cape Final,Grand Canyon National Park,North Rim,Arizona,United States,12.0834,1,out and back,4.5,76,"['dogs-no', 'forest', 'kids', 'views']","['camping', 'hiking']",3.99998882056,495.00001584,36.14579,-111.9355,easy,4,2
64,10242023,Mica View Loop Trail,Saguaro National Park,Tucson,Arizona,United States,11.8629,1,loop,4.0,111,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",3.699989659018,121.00000387200001,32.2207,-110.72608,easy,6,5
65,10255289,Phantom Ranch to Ribbon Falls via North Kaibab Trail,Grand Canyon National Park,North Rim,Arizona,United States,11.8608,5,out and back,5.0,27,"['dogs-no', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking']",11.899966741166,1945.00006224,36.10656,-112.09423,hard,6,3
66,10004435,Hugh Norris Trail,Saguaro National Park,Tucson,Arizona,United States,11.8001,3,out and back,4.5,103,"['dogs-no', 'views']","['hiking', 'nature-trips', 'horseback-riding']",8.899975125746,2395.00007664,32.27146,-111.20301,moderate,2,3
67,10258667,North Kaibab Trail to Supai Tunnel and Coconino Overlook,Grand Canyon National Park,North Rim,Arizona,United States,11.7107,3,out and back,4.5,69,"['dogs-no', 'forest', 'kids', 'views']","['birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",3.699989659018,1397.0000447040002,36.21724,-112.05655,moderate,4,5
68,10236026,Crystal Forest Trail,Petrified Forest National Park,Petrified Forest National Park,Arizona,United States,11.5545,1,loop,4.5,95,"['dogs-leash', 'kids', 'paved', 'views']","['hiking', 'nature-trips', 'walking']",0.8999974846259999,36.000001151999996,34.86326,-109.79239,easy,4,3
69,10258648,Hermit's Rest Viewpoint  to Santa Maria Spring,Grand Canyon National Park,Grand Canyon,Arizona,United States,11.1051,3,out and back,4.5,39,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'trail-running']",3.3999904974760002,1735.00005552,36.06065,-112.21219,moderate,4,3
70,10257085,South Kaibab to North Kaibab to Bright Angel Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,11.0836,7,point to point,5.0,37,"['dogs-no', 'river', 'views', 'waterfall', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips']",40.899885690226,11742.000375744,36.05299,-112.08351,hard,6,5
71,10236022,Painted Desert Rim Trail,Petrified Forest National Park,Chambers,Arizona,United States,10.9378,1,out and back,4.0,61,"['dogs-leash', 'kids', 'views']","['hiking', 'nature-trips', 'walking']",1.0999969256539999,39.000001248,35.080330000000004,-109.78349,easy,3,3
72,10018269,Petrified Forest Scenic Drive,Petrified Forest National Park,Chambers,Arizona,United States,10.9165,3,point to point,4.5,52,"['dogs-leash', 'kids', 'paved', 'views']","['nature-trips', 'scenic-driving']",28.599920067004003,977.000031264,35.06032,-109.78196,moderate,4,2
73,10265749,Bright Angel Trail to Phantom Overlook to South Kaibab Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,10.8324,5,point to point,5.0,30,"['dogs-no', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'camping', 'hiking', 'nature-trips']",17.299951648922,5738.000183616,36.0575,-112.14411,hard,5,4
74,10315767,South Kaibab Trail to Tip Off,Grand Canyon National Park,Grand Canyon,Arizona,United States,10.6545,5,out and back,5.0,33,"['views', 'wild-flowers']","['backpacking', 'birding', 'hiking', 'nature-trips']",8.99997484626,3297.000105504,36.05348,-112.08359,hard,2,4
75,10023828,Grand Canyon South Rim Scenic Drive: Cameron to Grand Canyon Village,Grand Canyon National Park,Cameron,Arizona,United States,10.3784,1,point to point,4.5,27,"['kids', 'paved', 'views']","['nature-trips', 'scenic-driving']",54.9998462827,5255.00016816,35.85497,-111.42506,easy,3,2
76,10112001,Safford Peak Trail,Saguaro National Park,Tucson,Arizona,United States,10.3328,3,out and back,4.0,72,"['dogs-no', 'views', 'wildlife']",['hiking'],2.399993292336,915.00002928,32.35403,-111.14143,moderate,3,1
77,10042232,Thunder Creek to Deer Creek and Thunder Falls,Grand Canyon National Park,Grand Canyon,Arizona,United States,10.2641,5,loop,5.0,10,"['dogs-no', 'river', 'views', 'waterfall', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running']",28.99991894906,7263.0002324160005,36.4347,-112.42932,hard,5,6
78,10365390,Rim to Rim: North to South and Ribbon Falls,Grand Canyon National Park,North Rim,Arizona,United States,10.1704,7,point to point,4.5,48,"['views', 'waterfall']","['backpacking', 'camping', 'hiking', 'nature-trips', 'trail-running']",30.999913359340002,6548.0002095360005,36.21704,-112.05675,hard,2,5
79,10267208,Gould Mine,Saguaro National Park,Tucson,Arizona,United States,10.0467,3,loop,4.5,65,"['dogs-no', 'views']","['birding', 'hiking', 'nature-trips', 'walking']",2.299993571822,380.00001216,32.24761,-111.16714,moderate,2,4
80,10293249,"Douglas Spring, Bridal Wreath Falls, Three Tank, Garwood Loop",Saguaro National Park,Tucson,Arizona,United States,9.9618,3,loop,4.5,60,"['dogs-no', 'views', 'wild-flowers']","['birding', 'hiking', 'nature-trips', 'walking']",7.099980156494,1253.000040096,32.2351,-110.68694,moderate,3,4
81,10258317,Grand Canyon Rim Village to Hermit's Rest,Grand Canyon National Park,Grand Canyon,Arizona,United States,9.9197,1,out and back,4.5,28,"['dogs-no', 'views', 'wild-flowers', 'wildlife']","['hiking', 'nature-trips']",15.299957238642,1394.000044608,36.05711,-112.14443,easy,4,2
82,10002324,Desert View Visitor Center Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,9.7326,1,loop,4.0,41,"['ada', 'dogs-leash', 'kids', 'partially-paved', 'strollers', 'views']","['hiking', 'walking']",0.399998882056,36.000001151999996,36.04123,-111.82692,easy,6,2
83,10274527,Coconino Overlook,Grand Canyon National Park,North Rim,Arizona,United States,9.609,1,out and back,4.0,45,"['kids', 'views']","['hiking', 'nature-trips', 'walking']",1.2999963666819998,465.00001488,36.21714,-112.05658,easy,2,3
84,10009628,Uncle Jim Trail,Grand Canyon National Park,North Rim,Arizona,United States,9.5621,1,loop,4.0,43,"['dogs-no', 'forest', 'kids', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'camping', 'hiking', 'nature-trips', 'trail-running', 'walking', 'horseback-riding']",4.699986864158,731.000023392,36.21729,-112.05643,easy,6,8
85,10009444,Dripping Springs via Dripping Springs and Hermit Trail,Grand Canyon National Park,Grand Canyon,Arizona,United States,9.227,5,out and back,4.5,26,"['dogs-no', 'river', 'views', 'wild-flowers', 'wildlife']","['backpacking', 'birding', 'hiking', 'nature-trips', 'trail-running', 'walking']",6.299982392382001,2614.000083648,36.06043,-112.2125,hard,5,6
86,10251377,Giant Logs Trail,Petrified Forest National Park,Holbrook,Arizona,United States,9.1802,1,loop,4.0,52,"['dogs-leash', 'kids', 'paved', 'views', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0.599998323084,36.000001151999996,34.81544,-109.86552,easy,5,4
87,10042018,Onyx Bridge Trail,Petrified Forest National Park,Chambers,Arizona,United States,8.7642,3,loop,4.0,59,"['dogs-leash', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips']",4.599987143644,442.000014144,35.0837,-109.78904,moderate,4,3
88,10331092,North Kaibab Trail to Redwall Bridge,Grand Canyon National Park,North Rim,Arizona,United States,8.6888,5,out and back,5.0,25,"['dogs-no', 'views']","['backpacking', 'hiking', 'trail-running']",6.8999807154660004,2631.000084192,36.21699,-112.05666,hard,2,3
89,10002217,Valley View Overlook Trail,Saguaro National Park,Tucson,Arizona,United States,8.6324,1,out and back,4.0,61,"['dogs-no', 'kids', 'views', 'wild-flowers', 'wildlife']","['birding', 'hiking', 'nature-trips', 'walking']",0.799997764112,49.000001568,32.27698,-111.1977,easy,5,4
90,10041071,Cactus Forest Loop Drive,Saguaro National Park,Tucson,Arizona,United States,8.6024,1,loop,4.0,38,"['kids', 'partially-paved', 'views', 'wild-flowers', 'wildlife']","['birding', 'mountain-biking', 'nature-trips', 'scenic-driving']",10.299971212942001,702.000022464,32.18,-110.73622,easy,5,4
91,10236028,Long Logs and Agate House Loop Trail,Petrified Forest National Park,Holbrook,Arizona,United States,8.5243,1,loop,4.0,46,"['ada', 'dogs-no', 'historic-site', 'kids', 'paved', 'strollers', 'views']","['hiking', 'walking']",2.099994130794,82.000002624,34.81468,-109.86184,easy,7,2
